<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.07.02	17138.59	17161.09	17123.99	17149.19	10930	0	0
2014.07.03	17146.49	17248.99	17141.29	17246.29	8594	0	0
2014.07.04	17229.29	17244.19	17220.29	17242.49	2248	0	0
2014.07.07	17240.39	17242.89	17166.69	17195.69	9919	0	0
2014.07.08	17194.39	17205.09	17049.09	17085.09	11272	0	0
2014.07.09	17100.89	17174.99	17088.09	17158.39	13246	0	0
2014.07.10	17156.69	17161.09	16970.39	17093.99	19209	0	0
2014.07.11	17085.39	17138.99	17033.59	17117.79	14567	0	0
2014.07.14	17138.39	17263.29	17136.89	17230.09	9725	0	0
2014.07.15	17227.79	17290.09	17179.99	17238.99	18415	0	0
2014.07.16	17248.09	17314.79	17238.89	17307.49	11969	0	0
2014.07.17	17293.29	17325.99	17139.99	17152.49	20531	0	0
2014.07.18	17128.39	17288.69	17124.89	17271.29	16166	0	0
2014.07.21	17267.59	17268.09	17147.79	17229.59	13956	0	0
2014.07.22	17223.79	17308.79	17219.19	17285.59	12627	0	0
2014.07.23	17267.59	17306.09	17232.09	17266.59	11525	0	0
2014.07.24	17265.99	17302.99	17228.09	17259.69	11758	0	0
2014.07.25	17229.49	17244.19	17086.99	17132.19	13126	0	0
2014.07.28	17105.79	17176.99	17049.49	17154.69	14230	0	0
2014.07.29	17157.99	17231.09	17091.99	17092.99	13718	0	0
2014.07.30	17098.89	17163.19	16989.99	17055.79	19505	0	0
2014.07.31	17048.59	17055.49	16743.69	16743.69	23339	0	0
2014.08.01	16774.49	16789.39	16610.89	16670.29	30057	0	0
2014.08.04	16680.99	16770.29	16620.39	16742.89	19611	0	0
2014.08.05	16730.69	16742.19	16541.49	16604.19	26459	0	0
2014.08.06	16616.49	16667.59	16499.79	16615.29	26791	0	0
2014.08.07	16630.09	16684.49	16507.39	16541.19	29866	0	0
2014.08.08	16556.89	16729.09	16435.49	16723.09	30790	0	0
2014.08.11	16741.99	16803.59	16716.89	16743.69	16523	0	0
2014.08.12	16753.09	16783.09	16689.29	16735.49	20141	0	0
2014.08.13	16751.79	16844.69	16742.09	16825.99	15886	0	0
2014.08.14	16827.19	16888.99	16811.29	16887.49	15531	0	0
2014.08.15	16889.19	16951.09	16745.29	16835.99	21501	0	0
2014.08.18	16892.79	17015.19	16876.69	17006.99	11897	0	0
2014.08.19	17019.79	17104.19	17018.69	17092.69	10737	0	0
2014.08.20	17082.89	17169.99	17059.39	17154.09	13023	0	0
2014.08.21	17161.49	17249.79	17138.19	17216.19	11982	0	0
2014.08.22	17220.69	17239.89	17157.59	17179.99	16700	0	0
2014.08.25	17184.69	17298.29	17174.09	17254.59	11289	0	0
2014.08.26	17252.49	17327.99	17232.09	17287.19	11612	0	0
2014.08.27	17295.09	17313.69	17264.29	17292.39	9632	0	0
2014.08.28	17286.19	17307.69	17192.19	17259.19	13757	0	0
2014.08.29	17276.39	17318.69	17207.39	17273.99	12642	0	0
2014.09.01	17268.89	17277.19	17239.09	17268.89	4750	0	0
2014.09.02	17267.59	17310.49	17183.49	17239.39	14168	0	0
2014.09.03	17236.69	17335.09	17232.19	17252.29	13567	0	0
2014.09.04	17248.29	17337.09	17203.19	17247.79	16025	0	0
2014.09.05	17269.59	17309.79	17182.59	17305.79	18868	0	0
2014.09.08	17291.19	17311.99	17252.79	17283.89	12185	0	0
2014.09.09	17280.39	17303.49	17167.29	17190.99	16543	0	0
2014.09.10	17194.19	17255.19	17146.19	17243.19	15033	0	0
2014.09.11	17232.59	17233.09	17151.89	17222.49	16239	0	0
2014.09.12	17219.29	17229.29	17111.29	17161.99	14343	0	0
2014.09.15	17109.59	17226.29	17106.59	17204.09	15952	0	0
2014.09.16	17210.79	17340.09	17149.09	17306.39	13653	0	0
2014.09.17	17315.09	17396.09	17265.49	17333.59	17094	0	0
2014.09.18	17337.89	17449.99	17331.59	17439.89	13621	0	0
2014.09.19	17474.39	17537.69	17429.99	17455.19	17489	0	0
2014.09.22	17466.99	17469.49	17333.09	17352.29	18278	0	0
2014.09.23	17344.89	17366.19	17234.19	17235.69	18121	0	0
2014.09.24	17221.49	17402.89	17208.79	17391.69	15935	0	0
2014.09.25	17390.09	17401.09	17119.79	17131.39	22683	0	0
2014.09.26	17183.49	17324.19	17137.69	17281.89	20526	0	0
2014.09.29	17258.49	17290.89	17102.89	17246.79	23333	0	0
2014.09.30	17239.39	17320.29	17190.39	17221.99	22623	0	0
2014.10.01	17197.49	17242.19	16950.79	16977.99	26641	0	0
2014.10.02	17000.59	17031.89	16847.59	16972.19	30113	0	0
2014.10.03	16991.59	17203.49	16990.59	17182.09	18497	0	0
2014.10.06	17201.19	17277.09	17102.09	17166.09	26656	0	0
2014.10.07	17144.49	17160.89	16893.69	16894.19	29122	0	0
2014.10.08	16907.49	17181.29	16835.19	17161.79	31382	0	0
2014.10.09	17140.29	17200.89	16821.09	16835.39	39486	0	0
2014.10.10	16805.69	16933.59	16720.29	16720.29	42874	0	0
2014.10.13	16630.59	16777.49	16482.79	16495.79	42897	0	0
2014.10.14	16532.09	16638.99	16449.69	16498.09	45178	0	0
2014.10.15	16569.09	16575.99	16025.29	16319.69	58686	0	0
2014.10.16	16272.99	16388.49	16043.29	16286.99	59985	0	0
2014.10.17	16317.79	16601.89	16271.99	16552.39	45951	0	0
2014.10.20	16645.29	16655.19	16420.09	16573.49	38822	0	0
2014.10.21	16567.39	16796.39	16462.99	16791.49	34985	0	0
2014.10.22	16785.09	16851.29	16633.79	16641.29	34537	0	0
2014.10.23	16684.49	16941.19	16653.59	16850.69	33379	0	0
2014.10.24	16871.99	16984.89	16763.39	16978.39	32823	0	0
2014.10.27	17015.19	17046.69	16902.79	16991.09	30637	0	0
2014.10.28	17011.39	17174.89	17002.69	17172.89	23406	0	0
2014.10.29	17159.09	17239.99	17067.69	17148.29	28430	0	0
2014.10.30	17151.99	17400.89	17077.79	17369.79	32169	0	0
2014.10.31	17369.59	17601.69	17352.59	17552.29	29529	0	0
2014.11.03	17554.09	17586.69	17512.89	17540.89	23153	0	0
2014.11.04	17502.09	17572.39	17452.89	17550.39	26128	0	0
2014.11.05	17548.69	17662.79	17537.09	17655.49	25202	0	0
2014.11.06	17637.79	17742.49	17606.99	17723.59	24711	0	0
2014.11.07	17737.39	17779.09	17665.59	17744.49	22369	0	0
2014.11.10	17729.69	17796.89	17698.79	17786.39	17910	0	0
2014.11.11	17774.59	17831.89	17760.39	17790.89	14388	0	0
2014.11.12	17780.59	17799.69	17703.99	17785.69	17428	0	0
2014.11.13	17780.99	17878.89	17760.29	17823.99	21763	0	0
2014.11.14	17823.29	17854.39	17786.29	17809.39	19698	0	0
2014.11.17	17766.29	17851.29	17720.69	17821.09	19357	0	0
2014.11.18	17823.39	17909.89	17808.89	17870.59	15115	0	0
2014.11.19	17853.79	17885.79	17796.69	17860.99	17543	0	0
2014.11.20	17856.29	17894.39	17763.19	17891.39	16173	0	0
2014.11.21	17890.69	18067.89	17885.19	17979.99	20066	0	0
2014.11.24	17982.69	18029.99	17965.79	17989.89	12763	0	0
2014.11.25	17980.79	18032.29	17963.29	18003.99	14752	0	0
2014.11.26	18012.19	18046.39	17965.39	18000.19	11547	0	0
2014.11.27	18003.99	18034.09	17978.79	18028.09	5282	0	0
2014.11.28	18017.39	18066.69	17950.59	18008.19	10405	0	0
2014.12.01	17969.49	17997.99	17894.69	17958.19	20670	0	0
2014.12.02	17950.09	18070.69	17946.59	18050.09	17520	0	0
2014.12.03	18062.39	18100.79	18025.59	18083.69	14273	0	0
2014.12.04	18079.69	18112.59	17986.49	18068.19	18062	0	0
2014.12.05	18074.09	18166.09	18066.29	18130.19	15305	0	0
2014.12.08	18130.39	18139.39	17975.29	18032.29	18123	0	0
2014.12.09	18046.69	18048.19	17803.39	17975.09	26813	0	0
2014.12.10	17964.59	17985.99	17680.89	17708.49	26987	0	0
2014.12.11	17735.19	17932.69	17726.29	17775.29	28273	0	0
2014.12.12	17730.09	17740.79	17461.09	17466.09	29732	0	0
2014.12.15	17456.59	17578.09	17288.59	17346.79	36632	0	0
2014.12.16	17398.99	17605.09	17211.69	17249.39	45926	0	0
2014.12.17	17301.29	17564.79	17254.79	17530.79	41368	0	0
2014.12.18	17530.09	17948.49	17506.99	17947.99	32994	0	0
2014.12.19	17950.29	18072.19	17920.49	17995.79	30829	0	0
2014.12.22	17997.29	18157.79	17983.79	18157.79	21487	0	0
2014.12.23	18141.69	18251.79	18129.89	18206.79	18592	0	0
2014.12.24	18210.79	18263.79	18210.79	18236.79	5061	0	0
2014.12.26	18232.49	18282.79	18230.29	18232.29	4502	0	0
2014.12.29	18251.79	18268.79	18174.29	18216.79	17479	0	0
2014.12.30	18236.79	18239.29	18122.29	18147.79	16166	0	0
2014.12.31	18167.79	18199.79	18166.29	18197.29	640	0	0
2015.01.02	18074.49	18113.99	17884.49	17982.99	26085	0	0
2015.01.05	17925.99	17974.99	17636.49	17677.49	36517	0	0
2015.01.06	17721.49	17751.69	17433.49	17545.39	43064	0	0
2015.01.07	17563.59	17771.59	17552.59	17751.69	36690	0	0
2015.01.08	17772.69	18090.29	17769.19	18074.19	27975	0	0
2015.01.09	18060.69	18107.19	17858.99	17912.59	36846	0	0
2015.01.12	17900.59	18000.59	17739.79	17823.59	36791	0	0
2015.01.13	17831.59	18103.89	17664.79	17789.29	41394	0	0
2015.01.14	17786.79	17817.29	17433.79	17597.79	52741	0	0
2015.01.15	17640.29	17778.79	17441.29	17500.29	59604	0	0
2015.01.16	17467.79	17704.79	17371.79	17677.79	46166	0	0
2015.01.19	17670.29	17770.79	17592.79	17632.29	18818	0	0
2015.01.20	17645.29	17778.29	17518.29	17693.39	39514	0	0
2015.01.21	17664.79	17777.19	17567.29	17738.49	41070	0	0
2015.01.22	17734.49	18015.79	17654.09	17993.39	39805	0	0
2015.01.23	17980.39	18030.79	17841.89	17846.39	33480	0	0
2015.01.26	17724.09	17874.19	17698.59	17850.59	30190	0	0
2015.01.27	17859.89	17864.59	17460.49	17565.69	35282	0	0
2015.01.28	17627.99	17733.29	17362.89	17374.89	42917	0	0
2015.01.29	17406.49	17611.09	17308.29	17590.99	41826	0	0
2015.01.30	17645.59	17650.09	17331.19	17353.69	44317	0	0
2015.02.02	17369.99	17543.69	17211.99	17531.69	44542	0	0
2015.02.03	17502.79	17841.79	17462.49	17834.29	37959	0	0
2015.02.04	17837.59	17957.99	17757.99	17852.49	36634	0	0
2015.02.05	17777.29	18066.19	17737.69	18056.19	32728	0	0
2015.02.06	18026.89	18125.99	17937.39	17996.29	35401	0	0
2015.02.09	17973.79	17981.89	17856.49	17898.39	33863	0	0
2015.02.10	17929.99	18064.49	17890.49	18038.99	30351	0	0
2015.02.11	18035.19	18073.99	17931.29	18036.99	34014	0	0
2015.02.12	18088.59	18150.09	17981.59	18140.59	39734	0	0
2015.02.13	18123.89	18212.39	18118.09	18190.39	27826	0	0
2015.02.16	18174.59	18202.89	18126.89	18131.89	9157	0	0
2015.02.17	18107.39	18225.49	18095.09	18215.49	28427	0	0
2015.02.18	18207.99	18227.99	18155.49	18204.09	23632	0	0
2015.02.19	18187.69	18238.19	18097.19	18163.99	25334	0	0
2015.02.20	18159.99	18319.39	18050.59	18312.09	31057	0	0
2015.02.23	18307.09	18309.89	18232.49	18290.39	20765	0	0
2015.02.24	18281.59	18406.09	18274.59	18389.19	20671	0	0
2015.02.25	18386.99	18418.29	18358.69	18396.49	19171	0	0
2015.02.26	18376.09	18413.89	18329.89	18387.59	21986	0	0
2015.02.27	18383.09	18387.59	18305.99	18308.49	20955	0	0
2015.03.02	18333.49	18457.89	18309.49	18456.39	19228	0	0
2015.03.03	18435.89	18441.39	18309.19	18377.69	21375	0	0
2015.03.04	18366.69	18370.69	18201.59	18273.29	26348	0	0
2015.03.05	18275.29	18335.79	18259.09	18307.79	22815	0	0
2015.03.06	18301.29	18339.79	17999.89	18027.89	28799	0	0
2015.03.09	18047.39	18206.59	18006.39	18170.49	22745	0	0
2015.03.10	18145.19	18150.19	17851.99	17853.99	31858	0	0
2015.03.11	17863.99	17912.49	17798.69	17812.69	29944	0	0
2015.03.12	17825.49	18073.29	17811.69	18066.29	24345	0	0
2015.03.13	18053.39	18076.89	17798.79	17930.19	33470	0	0
2015.03.16	17887.19	18162.79	17864.69	18145.09	23794	0	0
2015.03.17	18086.09	18127.09	17959.19	18022.09	29982	0	0
2015.03.18	18028.89	18273.89	17868.99	18246.09	34633	0	0
2015.03.19	18248.09	18301.59	18105.59	18136.89	33649	0	0
2015.03.20	18133.89	18372.19	18133.89	18306.79	25619	0	0
2015.03.23	18328.79	18381.89	18236.29	18290.49	22522	0	0
2015.03.24	18284.19	18332.99	18184.69	18190.69	29408	0	0
2015.03.25	18206.99	18223.69	17893.09	17893.89	31468	0	0
2015.03.26	17926.39	17935.89	17728.09	17854.89	43472	0	0
2015.03.27	17874.39	17941.89	17799.79	17887.09	36257	0	0
2015.03.30	17892.59	18182.39	17850.09	18146.89	25321	0	0
2015.03.31	18117.79	18135.29	17943.79	17956.29	32054	0	0
2015.04.01	17943.59	17986.09	17737.89	17875.09	44285	0	0
2015.04.02	17911.09	17992.69	17815.39	17936.49	31111	0	0
2015.04.06	17806.19	18118.89	17767.49	18057.39	16899	0	0
2015.04.07	18049.89	18159.89	18043.19	18043.19	23366	0	0
2015.04.08	18047.59	18152.19	17993.59	18074.89	26981	0	0
2015.04.09	18090.69	18159.59	17994.29	18135.89	25003	0	0
2015.04.10	18135.69	18242.09	18116.09	18231.59	18088	0	0
2015.04.13	18230.79	18283.69	18148.89	18156.89	20426	0	0
2015.04.14	18172.39	18251.79	18079.19	18215.29	24108	0	0
2015.04.15	18209.49	18335.49	18190.09	18283.89	21016	0	0
2015.04.16	18288.59	18344.99	18201.89	18282.49	22901	0	0
2015.04.17	18289.19	18290.19	17921.39	18000.59	30883	0	0
2015.04.20	18067.89	18268.79	18050.39	18207.89	20686	0	0
2015.04.21	18205.29	18323.39	18102.19	18129.99	26262	0	0
2015.04.22	18154.69	18230.89	18026.69	18211.89	28592	0	0
2015.04.23	18199.29	18308.99	18078.29	18240.49	27627	0	0
2015.04.24	18218.09	18284.29	18179.49	18254.49	24131	0	0
2015.04.27	18266.69	18357.99	18198.49	18219.99	24218	0	0
2015.04.28	18245.79	18296.89	18088.49	18282.09	27249	0	0
2015.04.29	18290.79	18312.79	18124.29	18207.59	34543	0	0
2015.04.30	18187.79	18228.19	17945.79	18015.59	37934	0	0
2015.05.01	18034.79	18205.89	18034.79	18189.99	15901	0	0
2015.05.04	18174.79	18308.09	18161.29	18244.09	20602	0	0
2015.05.05	18246.69	18274.09	18078.29	18103.19	31358	0	0
2015.05.06	18140.99	18206.79	17905.19	18018.59	35571	0	0
2015.05.07	18021.69	18149.59	17861.19	18101.79	39884	0	0
2015.05.08	18126.29	18380.59	18112.29	18359.39	27990	0	0
2015.05.11	18355.79	18374.49	18262.39	18280.99	21218	0	0
2015.05.12	18259.39	18295.89	18095.49	18239.69	32941	0	0
2015.05.13	18280.49	18343.49	18212.79	18237.69	27617	0	0
2015.05.14	18248.49	18428.59	18205.19	18417.59	18817	0	0
2015.05.15	18414.99	18467.09	18389.49	18444.59	19945	0	0
2015.05.18	18429.79	18500.29	18394.99	18466.79	18078	0	0
2015.05.19	18477.09	18541.69	18434.19	18486.39	18527	0	0
2015.05.20	18487.59	18525.69	18446.29	18464.29	20519	0	0
2015.05.21	18419.69	18488.89	18414.59	18467.09	15599	0	0
2015.05.22	18455.29	18490.19	18389.49	18411.39	15287	0	0
2015.05.25	18427.69	18450.39	18378.29	18430.39	2736	0	0
2015.05.26	18397.19	18412.59	18164.39	18223.79	21499	0	0
2015.05.27	18237.09	18363.99	18224.39	18340.49	18154	0	0
2015.05.28	18335.39	18345.39	18239.29	18304.89	20020	0	0
2015.05.29	18319.39	18333.39	18140.39	18188.29	24657	0	0
2015.06.01	18212.39	18293.99	18155.79	18212.79	24692	0	0
2015.06.02	18225.59	18267.29	18091.79	18186.39	28164	0	0
2015.06.03	18196.19	18344.69	18180.09	18256.99	25880	0	0
2015.06.04	18277.79	18277.79	18048.99	18090.39	32675	0	0
2015.06.05	18106.49	18136.29	17993.89	18023.19	29997	0	0
2015.06.08	18033.99	18045.69	17933.69	17949.09	26254	0	0
2015.06.09	17968.49	17993.19	17878.59	17936.59	26986	0	0
2015.06.10	17968.49	18221.99	17951.19	18170.49	21405	0	0
2015.06.11	18180.99	18284.59	18174.29	18221.09	21777	0	0
2015.06.12	18203.89	18217.39	18028.39	18073.39	21977	0	0
2015.06.15	18005.39	18043.79	17868.99	17969.29	24721	0	0
2015.06.16	17957.89	18095.89	17866.19	18077.39	20465	0	0
2015.06.17	18095.19	18173.29	18012.99	18109.99	24692	0	0
2015.06.18	18087.09	18350.49	18035.89	18287.69	21587	0	0
2015.06.19	18291.09	18329.19	18183.29	18186.29	16622	0	0
2015.06.22	18231.99	18355.49	18225.89	18295.19	20052	0	0
2015.06.23	18307.99	18362.99	18280.69	18317.09	16868	0	0
2015.06.24	18332.19	18332.19	18146.29	18147.79	22043	0	0
2015.06.25	18167.09	18259.79	18062.99	18071.99	23188	0	0
2015.06.26	18100.29	18188.59	18053.99	18124.49	24299	0	0
2015.06.29	17873.79	18024.39	17766.79	17776.29	35385	0	0
2015.06.30	17827.69	17918.19	17751.49	17793.79	36642	0	0
2015.07.01	17811.19	17988.69	17797.69	17932.99	28580	0	0
2015.07.02	17933.19	18002.59	17860.19	17899.19	22682	0	0
2015.07.03	17905.99	17938.19	17860.19	17881.69	10068	0	0
2015.07.06	17692.99	17909.39	17680.29	17861.99	32903	0	0
2015.07.07	17930.29	17992.89	17639.59	17952.79	38165	0	0
2015.07.08	17916.19	17920.69	17669.49	17697.99	44830	0	0
2015.07.09	17741.09	17942.49	17700.09	17721.89	34546	0	0
2015.07.10	17834.79	17973.09	17808.29	17934.99	26656	0	0
2015.07.13	17865.39	18162.49	17848.39	18149.59	24928	0	0
2015.07.14	18151.69	18247.09	18125.79	18227.29	16389	0	0
2015.07.15	18204.59	18264.69	18182.69	18226.09	19302	0	0
2015.07.16	18268.69	18331.99	18238.49	18294.89	16711	0	0
2015.07.17	18262.19	18277.59	18206.69	18259.29	13791	0	0
2015.07.20	18255.59	18312.09	18236.79	18275.79	12470	0	0
2015.07.21	18235.69	18273.29	18042.29	18098.79	15931	0	0
2015.07.22	18058.29	18088.19	17980.99	18025.99	17862	0	0
2015.07.23	18050.99	18083.19	17879.49	17909.49	18920	0	0
2015.07.24	17929.19	17961.69	17726.59	17747.69	20069	0	0
2015.07.27	17769.39	17798.79	17572.79	17622.59	25370	0	0
2015.07.28	17657.19	17826.09	17624.59	17804.49	23825	0	0
2015.07.29	17807.59	17951.39	17778.29	17921.59	22839	0	0
2015.07.30	17914.09	17954.39	17810.69	17924.09	22086	0	0
2015.07.31	17930.29	17973.89	17846.49	17870.79	21819	0	0
2015.08.03	17888.39	17908.89	17669.39	17772.49	23655	0	0
2015.08.04	17734.59	17810.29	17679.19	17726.39	24308	0	0
2015.08.05	17679.99	17843.09	17677.99	17715.39	22296	0	0
2015.08.06	17710.59	17742.69	17537.69	17597.99	24580	0	0
2015.08.07	17600.49	17630.79	17451.99	17549.69	26976	0	0
2015.08.10	17550.79	17806.39	17544.29	17786.69	18940	0	0
2015.08.11	17778.89	17778.89	17527.59	17582.59	30699	0	0
2015.08.12	17613.79	17624.19	17300.29	17577.59	38291	0	0
2015.08.13	17569.79	17657.39	17514.79	17585.59	29933	0	0
2015.08.14	17573.39	17667.59	17542.19	17652.79	24125	0	0
2015.08.17	17665.49	17726.39	17513.69	17721.39	22098	0	0
2015.08.18	17714.19	17749.09	17649.99	17689.59	24312	0	0
2015.08.19	17688.89	17723.89	17456.19	17525.29	33888	0	0
2015.08.20	17508.69	17527.49	17168.39	17168.39	38909	0	0
2015.08.21	17140.79	17146.79	16634.49	16639.49	53703	0	0
2015.08.24	16556.39	16583.89	15489.49	16033.39	82671	0	0
2015.08.25	16058.89	16544.29	15817.79	15833.79	78453	0	0
2015.08.26	15747.49	16477.09	15747.49	16456.09	78858	0	0
2015.08.27	16494.09	16838.79	16420.69	16828.49	59762	0	0
2015.08.28	16844.99	16886.39	16667.89	16809.39	55063	0	0
2015.08.31	16674.09	16798.29	16611.79	16699.89	44745	0	0
2015.09.01	16593.59	16608.59	16150.49	16238.39	65939	0	0
2015.09.02	16304.09	16520.19	16300.59	16518.69	61869	0	0
2015.09.03	16564.99	16721.49	16487.49	16542.49	50446	0	0
2015.09.04	16551.79	16551.79	16198.09	16271.49	53417	0	0
2015.09.07	16342.89	16465.69	16290.79	16370.99	21182	0	0
2015.09.08	16433.99	16673.49	16374.69	16657.99	40733	0	0
2015.09.09	16653.79	16869.39	16389.69	16426.69	44549	0	0
2015.09.10	16402.09	16633.19	16333.09	16502.29	52265	0	0
2015.09.11	16478.49	16608.39	16393.69	16597.39	34882	0	0
2015.09.14	16703.29	16707.19	16501.29	16540.19	32365	0	0
2015.09.15	16574.29	16816.19	16480.79	16774.29	29317	0	0
2015.09.16	16797.29	16928.39	16742.99	16909.39	26902	0	0
2015.09.17	16917.99	17106.89	16809.79	16847.29	33980	0	0
2015.09.18	16825.69	16875.59	16510.69	16549.69	46408	0	0
2015.09.21	16572.39	16751.39	16501.39	16681.99	30135	0	0
2015.09.22	16733.19	16733.69	16392.39	16500.49	45127	0	0
2015.09.23	16470.79	16598.19	16343.19	16452.89	41866	0	0
2015.09.24	16472.09	16516.69	16186.39	16379.59	50135	0	0
2015.09.25	16445.39	16645.89	16390.79	16481.29	48194	0	0
2015.09.28	16412.69	16562.29	16150.99	16180.09	48563	0	0
2015.09.29	16218.79	16290.09	16074.39	16216.79	55506	0	0
2015.09.30	16236.69	16469.19	16203.69	16447.59	44080	0	0
2015.10.01	16414.09	16620.19	16243.99	16441.69	50751	0	0
2015.10.02	16450.59	16643.09	16181.39	16642.09	51186	0	0
2015.10.05	16641.59	16970.69	16604.49	16944.19	36357	0	0
2015.10.06	16933.49	17035.59	16852.49	16958.79	38630	0	0
2015.10.07	16917.49	17135.99	16902.29	17079.89	42946	0	0
2015.10.08	17068.19	17252.89	16949.79	17223.59	41759	0	0
2015.10.09	17222.89	17293.69	17178.89	17258.99	35014	0	0
2015.10.12	17218.79	17311.09	17212.29	17299.89	24630	0	0
2015.10.13	17309.49	17343.79	17188.69	17254.39	30048	0	0
2015.10.14	17228.09	17283.69	17059.49	17095.69	36002	0	0
2015.10.15	17118.29	17316.09	17106.69	17315.09	34306	0	0
2015.10.16	17355.29	17390.09	17278.99	17386.59	27768	0	0
2015.10.19	17364.09	17408.39	17299.09	17405.89	27694	0	0
2015.10.20	17363.99	17437.49	17315.29	17393.49	27415	0	0
2015.10.21	17358.19	17487.29	17326.29	17341.29	33124	0	0
2015.10.22	17317.99	17676.59	17317.99	17660.29	32603	0	0
2015.10.23	17723.59	17850.79	17675.59	17820.09	35749	0	0
2015.10.26	17779.89	17833.59	17739.39	17790.99	25236	0	0
2015.10.27	17790.59	17807.59	17712.49	17754.59	26166	0	0
2015.10.28	17760.29	17947.39	17723.99	17946.89	30227	0	0
2015.10.29	17925.19	17957.89	17857.69	17924.89	26789	0	0
2015.10.30	17944.59	18020.19	17834.79	17836.79	27314	0	0
2015.11.02	17798.19	18015.89	17778.29	18000.89	22435	0	0
2015.11.03	17999.69	18151.19	17941.29	18089.89	23449	0	0
2015.11.04	18082.09	18148.89	17999.69	18041.79	31256	0	0
2015.11.05	18034.29	18103.79	17950.19	18036.69	32202	0	0
2015.11.06	18032.99	18083.49	17933.99	18081.79	35546	0	0
2015.11.09	18062.79	18099.79	17837.09	17902.89	30340	0	0
2015.11.10	17898.69	17940.79	17827.09	17933.39	31206	0	0
2015.11.11	17922.39	18015.89	17865.79	17871.29	27294	0	0
2015.11.12	17882.79	17934.29	17616.59	17620.59	34558	0	0
2015.11.13	17635.59	17667.59	17412.59	17422.49	38251	0	0
2015.11.16	17345.79	17655.69	17339.79	17653.89	40275	0	0
2015.11.17	17632.69	17774.59	17615.99	17661.69	33823	0	0
2015.11.18	17658.89	17924.99	17624.89	17910.49	34815	0	0
2015.11.19	17928.49	17979.99	17856.99	17908.69	29625	0	0
2015.11.20	17914.99	18090.19	17907.19	17997.39	26921	0	0
2015.11.23	18041.39	18044.39	17924.39	17965.79	26924	0	0
2015.11.24	17979.29	18036.69	17831.79	17990.69	32208	0	0
2015.11.25	17969.19	18039.69	17950.69	17988.69	22501	0	0
2015.11.26	18024.99	18081.69	18008.69	18049.69	8442	0	0
2015.11.27	18044.99	18048.99	17921.79	17974.79	19723	0	0
2015.11.30	17963.89	18041.89	17895.59	17904.79	26496	0	0
2015.12.01	17975.39	18068.19	17942.89	18061.19	25435	0	0
2015.12.02	18042.99	18088.99	17881.49	17906.49	29757	0	0
2015.12.03	17943.99	18055.49	17597.59	17655.89	45061	0	0
2015.12.04	17720.89	18041.29	17634.89	18018.19	41186	0	0
2015.12.07	17992.39	18054.09	17813.29	17908.79	39386	0	0
2015.12.08	17915.69	17920.19	17657.49	17746.69	44641	0	0
2015.12.09	17783.69	17942.79	17574.89	17667.79	52286	0	0
2015.12.10	17675.49	17875.59	17632.99	17750.89	44701	0	0
2015.12.11	17783.39	17795.89	17403.99	17436.39	47899	0	0
2015.12.14	17442.09	17573.89	17311.79	17549.39	52458	0	0
2015.12.15	17561.39	17802.19	17515.39	17702.59	44081	0	0
2015.12.16	17721.59	17959.09	17661.79	17923.19	48590	0	0
2015.12.17	17886.09	17987.59	17666.29	17672.79	43112	0	0
2015.12.18	17551.79	17649.79	17298.49	17298.49	53360	0	0
2015.12.21	17308.99	17453.49	17288.89	17427.19	41945	0	0
2015.12.22	17475.19	17625.99	17376.69	17591.69	40865	0	0
2015.12.23	17610.19	17780.59	17593.19	17778.19	30353	0	0
2015.12.24	17758.69	17771.19	17713.19	17759.69	10757	0	0
2015.12.28	17725.49	17734.49	17610.09	17700.19	23517	0	0
2015.12.29	17710.19	17924.29	17705.69	17890.89	22932	0	0
2015.12.30	17902.39	17920.39	17760.59	17775.09	22784	0	0
2015.12.31	17797.39	17802.09	17772.59	17780.09	1501	0	0
2016.01.04	17651.09	17656.09	17131.19	17322.69	53656	0	0
2016.01.05	17373.69	17420.69	17212.89	17334.99	48828	0	0
