<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.05.24	24476.00	24612.50	24469.00	24591.50	2498	0	700
2020.05.25	24594.00	24785.50	24482.50	24695.50	23851	0	0
2020.05.26	24694.50	25172.50	24674.50	25016.00	41507	0	250
2020.05.27	25019.50	25689.00	24961.50	25683.00	46677	0	0
2020.05.28	25696.00	25838.00	25354.50	25369.50	51749	0	600
2020.05.29	25363.50	25526.50	25058.00	25515.00	47998	0	600
2020.05.31	25230.50	25320.50	25123.50	25272.00	3670	0	700
2020.06.01	25271.50	25543.00	25217.00	25346.50	44849	0	600
2020.06.02	25351.50	25831.50	25334.00	25822.00	39891	0	600
2020.06.03	25826.50	26359.00	25779.50	26330.00	41028	0	600
2020.06.04	26328.50	26382.00	26073.00	26255.50	44637	0	600
2020.06.05	26250.00	27335.00	26227.00	27070.50	43695	0	0
2020.06.07	27100.50	27307.00	27092.00	27275.00	2426	0	600
2020.06.08	27274.00	27575.00	27043.50	27544.50	44155	0	500
2020.06.09	27546.00	27630.50	27136.00	27358.50	44443	0	400
2020.06.10	27359.00	27490.50	26724.50	26736.50	48347	0	400
2020.06.11	26750.00	26885.00	25079.00	25357.00	59355	0	400
2020.06.12	25372.00	25956.00	25073.50	25556.50	50812	0	0
2020.06.14	25220.00	25316.00	25096.00	25221.00	3648	0	500
2020.06.15	25218.00	26066.50	24564.50	26063.50	49942	0	400
2020.06.16	26063.00	26790.50	25800.00	26396.00	49328	0	400
2020.06.17	26387.50	26629.00	26001.50	26032.50	48144	0	400
2020.06.18	26011.50	26280.00	25754.50	26192.50	52355	0	400
2020.06.19	26202.00	26446.50	25635.00	25639.50	46018	0	400
2020.06.21	25521.00	25605.50	25360.50	25590.50	4361	0	500
2020.06.22	25593.00	26230.50	25546.50	26206.00	44997	0	400
2020.06.23	26192.50	26420.00	25646.50	26107.50	47137	0	400
2020.06.24	26100.00	26249.00	25291.50	25446.00	48303	0	400
2020.06.25	25426.50	25790.50	25134.00	25686.50	53131	0	400
2020.06.26	25673.00	25781.50	24969.00	25029.50	44224	0	400
2020.06.28	24946.50	25049.50	24876.50	25013.00	3183	0	500
2020.06.29	25011.00	25734.50	24958.50	25673.00	48436	0	400
2020.06.30	25679.00	25900.00	25431.50	25735.00	43349	0	400
2020.07.01	25733.00	26021.50	25510.50	25707.00	38765	0	400
2020.07.02	25702.50	26201.50	25636.00	25861.00	41786	0	400
2020.07.03	25865.00	25999.00	25562.50	25755.00	23848	0	400
2020.07.05	25821.00	25968.00	25812.50	25949.00	2220	0	500
2020.07.06	25951.00	26363.00	25943.00	26346.00	41131	0	400
2020.07.07	26340.50	26403.00	25867.00	25941.00	41693	0	400
2020.07.08	25944.00	26147.50	25786.00	26118.50	41895	0	400
2020.07.09	26118.50	26137.50	25521.50	25789.00	40668	0	400
2020.07.10	25795.00	26122.50	25415.50	26103.00	42378	0	400
2020.07.12	26236.00	26293.00	26172.00	26179.00	3135	0	500
2020.07.13	26181.50	26641.50	26033.50	26146.00	43782	0	400
2020.07.14	26155.00	26933.00	25993.50	26875.00	49365	0	400
2020.07.15	26881.50	27177.50	26686.50	26879.00	44023	0	400
2020.07.16	26871.50	26888.50	26584.00	26734.00	44153	0	400
2020.07.17	26734.00	26833.50	26617.00	26630.50	34246	0	400
2020.07.19	26667.50	26714.00	26620.00	26705.50	2098	0	500
2020.07.20	26704.50	26764.50	26443.00	26720.50	37209	0	400
2020.07.21	26724.00	27025.50	26707.50	26895.00	36918	0	400
2020.07.22	26898.50	27033.50	26637.50	26956.50	38700	0	400
2020.07.23	26942.50	27162.00	26555.00	26661.50	40197	0	400
2020.07.24	26657.50	26718.00	26398.00	26437.00	40913	0	400
2020.07.26	26468.00	26477.50	26339.00	26409.50	3634	0	500
2020.07.27	26411.00	26641.00	26394.50	26621.50	37014	0	400
2020.07.28	26622.00	26699.00	26359.00	26422.50	37646	0	0
2020.07.29	26422.50	26602.50	26290.50	26522.00	34891	0	400
2020.07.30	26524.00	26555.50	25983.50	26510.00	40836	0	400
2020.07.31	26506.50	26530.50	26009.50	26482.50	45125	0	400
2020.08.02	26462.00	26475.00	26356.50	26428.50	2303	0	500
2020.08.03	26427.50	26706.00	26306.50	26673.50	32614	0	0
2020.08.04	26672.50	26854.00	26547.50	26835.50	35219	0	400
2020.08.05	26831.50	27215.50	26772.50	27190.50	34152	0	400
2020.08.06	27188.50	27401.00	27030.00	27345.50	38338	0	400
2020.08.07	27341.50	27455.50	27193.50	27446.00	38817	0	400
2020.08.09	27415.50	27431.50	27349.50	27402.50	2129	0	500
2020.08.10	27404.00	27804.00	27383.00	27778.00	34048	0	400
2020.08.11	27775.00	28155.00	27622.50	27752.50	39070	0	400
2020.08.12	27742.50	28043.50	27694.50	27953.00	40346	0	250
2020.08.13	27954.50	28004.50	27781.50	27958.50	65491	0	400
2020.08.14	27962.00	27984.50	27675.00	27880.00	63730	0	400
2020.08.16	27915.00	27954.50	27902.50	27951.00	1798	0	500
2020.08.17	27952.00	28001.00	27812.50	27895.00	49044	0	400
2020.08.18	27892.50	27970.00	27662.50	27795.50	55869	0	400
2020.08.19	27792.00	27918.00	27626.50	27634.50	54671	0	400
2020.08.20	27636.00	27807.00	27458.50	27807.00	64080	0	400
2020.08.21	27802.00	27959.50	27526.50	27913.50	65725	0	400
2020.08.23	27954.50	27997.50	27940.50	27954.50	2334	0	500
2020.08.24	27955.50	28343.50	27930.50	28343.50	60794	0	400
2020.08.25	28341.00	28529.00	28093.50	28245.50	62874	0	400
2020.08.26	28241.50	28387.50	28146.00	28347.50	58518	0	400
2020.08.27	28349.50	28638.50	28232.00	28577.50	77402	0	400
2020.08.28	28568.50	28758.50	28484.50	28664.50	73710	0	400
2020.08.30	28683.50	28773.50	28683.50	28771.50	2210	0	500
2020.08.31	28773.00	28808.00	28334.00	28444.00	66567	0	400
2020.09.01	28440.50	28704.00	28283.50	28703.00	57556	0	400
2020.09.02	28702.00	29165.00	28657.00	29146.00	59087	0	400
2020.09.03	29136.00	29194.50	28069.50	28158.00	79526	0	400
2020.09.04	28165.50	28608.50	27659.50	28078.00	85105	0	400
2020.09.06	28139.00	28161.50	27906.00	28078.50	4420	0	500
2020.09.07	28082.50	28378.50	27985.50	28342.00	49198	0	400
2020.09.08	28341.00	28421.00	27196.50	27421.50	86613	0	400
2020.09.09	27423.50	28206.50	27374.50	28040.50	75787	0	400
2020.09.10	28049.50	28171.00	27444.00	27610.00	77921	0	400
2020.09.11	27608.00	27828.50	27445.00	27644.00	56704	0	400
2020.09.13	27753.50	27812.50	27726.50	27807.50	1754	0	500
2020.09.14	27808.00	28082.00	27769.50	28003.50	47238	0	400
2020.09.15	28011.00	28240.50	27930.00	28007.00	43894	0	400
2020.09.16	28005.50	28364.50	27963.00	28048.50	49554	0	400
2020.09.17	28056.50	28064.00	27541.00	27913.50	72938	0	400
2020.09.18	27908.00	27969.50	27482.50	27716.00	60733	0	400
2020.09.20	27671.00	27730.00	27554.00	27687.00	3098	0	500
2020.09.21	27684.50	27775.00	26706.50	27239.50	72848	0	400
2020.09.22	27238.50	27374.50	26985.50	27368.00	69679	0	400
2020.09.23	27371.50	27514.50	26650.50	26709.50	68231	0	400
2020.09.24	26711.50	27093.00	26537.00	26960.00	78099	0	400
2020.09.25	26954.50	27240.00	26551.00	27140.00	68538	0	400
2020.09.27	27224.50	27272.00	27210.50	27247.00	1890	0	500
2020.09.28	27246.50	27720.00	27218.50	27679.00	61544	0	400
2020.09.29	27678.00	27738.00	27334.50	27547.00	62650	0	400
2020.09.30	27544.00	28024.50	27161.00	27888.00	81911	0	400
2020.10.01	27896.00	28078.50	27664.50	27797.00	73958	0	400
2020.10.02	27803.00	27859.50	27248.50	27753.50	74466	0	400
2020.10.04	27822.00	27889.50	27765.00	27871.50	3087	0	500
2020.10.05	27872.50	28160.50	27780.00	28114.50	59527	0	400
2020.10.06	28114.50	28352.50	27651.00	27767.00	65429	0	400
2020.10.07	27761.50	28369.00	27737.50	28348.00	59189	0	400
2020.10.08	28344.00	28577.00	28264.00	28559.00	54686	0	400
2020.10.09	28558.00	28679.50	28435.50	28658.00	33752	0	400
2020.10.11	28570.00	28627.00	28560.50	28593.50	2183	0	500
2020.10.12	28596.00	28956.50	28544.00	28901.50	38689	0	400
2020.10.13	28896.50	28903.50	28598.50	28728.50	43387	0	400
2020.10.14	28732.00	28836.50	28454.00	28547.50	42334	0	400
2020.10.15	28543.50	28571.00	28156.50	28541.00	44353	0	400
2020.10.16	28542.00	28844.00	28441.50	28538.00	38447	0	400
2020.10.18	28580.50	28642.00	28580.50	28625.00	1581	0	500
2020.10.19	28623.50	28783.50	28138.00	28342.50	37136	0	400
2020.10.20	28339.00	28575.50	28160.00	28380.50	42624	0	400
2020.10.21	28382.50	28486.50	28003.50	28095.00	43566	0	400
2020.10.22	28098.50	28433.50	28019.00	28391.00	41633	0	400
2020.10.23	28393.00	28491.00	28146.00	28304.50	35759	0	400
2020.10.25	28226.50	28236.00	28085.50	28196.50	2387	0	500
2020.10.26	28195.00	28222.50	27362.00	27652.00	40413	0	350
2020.10.27	27659.00	27814.50	27277.00	27341.50	40851	0	400
2020.10.28	27336.00	27352.00	26499.00	26668.00	46068	0	400
2020.10.29	26672.50	26909.50	26275.00	26513.50	50336	0	400
2020.10.30	26509.50	26637.00	26067.00	26612.50	48893	0	400
2020.11.01	26521.50	26528.50	26282.50	26376.50	1437	0	500
2020.11.02	26380.50	27048.00	26332.50	26995.00	48580	0	400
2020.11.03	26995.50	27780.00	26953.00	27676.00	46016	0	400
2020.11.04	27679.50	28303.50	27023.00	27809.50	64838	0	400
2020.11.05	27812.00	28494.50	27774.50	28343.50	51219	0	400
2020.11.06	28342.00	28558.00	28070.50	28364.50	48597	0	400
2020.11.08	28443.50	28672.00	28424.50	28590.50	1520	0	500
2020.11.09	28589.50	30088.50	28555.50	29170.50	53598	0	400
2020.11.10	29166.00	29500.00	28863.50	29389.50	57735	0	400
2020.11.11	29391.50	29659.00	29274.00	29376.50	46647	0	300
2020.11.12	29378.00	29415.00	28903.50	29099.50	47532	0	400
2020.11.13	29104.00	29557.50	28934.00	29486.50	40780	0	400
2020.11.15	29582.50	29714.00	29582.50	29682.00	1580	0	500
2020.11.16	29683.00	30065.50	29630.00	29936.50	41346	0	0
2020.11.17	29932.50	29934.00	29518.50	29808.50	41566	0	100
2020.11.18	29805.00	29955.50	29394.50	29434.50	42419	0	300
2020.11.19	29434.00	29526.00	29196.00	29225.50	42919	0	400
2020.11.20	29224.50	29490.50	29183.50	29222.50	38806	0	300
2020.11.22	29209.00	29277.50	29202.00	29275.50	1474	0	500
2020.11.23	29271.50	29792.50	29263.50	29740.50	36650	0	350
2020.11.24	29740.00	30113.50	29719.50	30103.00	38965	0	300
2020.11.25	30100.50	30214.00	29807.50	29895.50	40467	0	400
2020.11.26	29893.00	29952.50	29764.50	29800.50	19214	0	400
2020.11.27	29807.00	30019.00	29736.50	29933.00	24683	0	400
2020.11.29	29963.00	29975.50	29906.00	29922.50	843	0	500
2020.11.30	29920.50	29924.50	29459.00	29754.50	43436	0	400
2020.12.01	29757.50	30076.50	29713.00	29763.50	39422	0	400
2020.12.02	29764.00	29925.50	29604.00	29870.00	37439	0	400
2020.12.03	29869.50	30107.00	29769.00	29979.50	35784	0	400
2020.12.04	29979.00	30222.00	29961.00	30153.00	33201	0	400
2020.12.06	30252.00	30269.50	30212.00	30231.50	1149	0	500
2020.12.07	30232.50	30233.50	29970.00	30006.00	36232	0	400
2020.12.08	30006.50	30244.50	29862.50	30201.00	35359	0	400
2020.12.09	30197.50	30310.50	29952.00	30091.00	37059	0	400
2020.12.10	30091.50	30147.50	29868.00	30061.50	38507	0	400
2020.12.11	30063.00	30089.00	29721.00	30050.50	33685	0	400
2020.12.13	30218.50	30240.00	30155.50	30185.00	1053	0	500
2020.12.14	30192.50	30327.00	29854.50	29943.00	33581	0	400
2020.12.15	29946.50	30278.00	29843.50	30195.00	30962	0	400
2020.12.16	30196.50	30312.50	30078.50	30177.00	32284	0	400
2020.12.17	30176.50	30326.00	30147.50	30288.50	30373	0	400
2020.12.18	30289.50	30382.00	30029.50	30368.50	34122	0	400
2020.12.20	30289.00	30321.00	30223.50	30265.00	1389	0	500
2020.12.21	30262.50	30310.00	29421.50	30188.50	50182	0	400
2020.12.22	30189.50	30251.50	29986.50	30081.00	42964	0	400
2020.12.23	30082.00	30288.00	29842.00	30181.50	36771	0	400
2020.12.24	30179.00	30256.50	30101.50	30203.00	21753	0	400
2020.12.27	30121.00	30291.00	30121.00	30255.00	1367	0	500
2020.12.28	30257.50	30520.50	30220.00	30467.50	29875	0	400
2020.12.29	30467.00	30596.50	30271.50	30361.00	33402	0	400
2020.12.30	30356.50	30519.50	30315.00	30450.00	31959	0	400
2020.12.31	30450.50	30630.50	30338.00	30589.50	25258	0	400
2021.01.03	30570.00	30636.50	30563.50	30609.50	1239	0	500
2021.01.04	30608.50	30797.50	29871.00	30213.00	42525	0	400
2021.01.05	30215.00	30505.00	30084.00	30365.00	44116	0	400
2021.01.06	30364.00	31028.00	30270.50	30872.50	54389	0	400
2021.01.07	30871.00	31192.00	30802.50	31069.00	43044	0	400
2021.01.08	31066.00	31254.00	30797.00	31128.00	39930	0	400
2021.01.10	31102.50	31124.50	31012.50	31025.00	1420	0	500
2021.01.11	31026.00	31091.00	30743.50	31037.00	41547	0	400
2021.01.12	31036.50	31113.00	30885.00	31093.50	36544	0	400
2021.01.13	31092.00	31165.00	30976.50	31085.50	33960	0	400
2021.01.14	31085.00	31223.50	30982.00	31032.00	34116	0	400
2021.01.15	31033.50	31037.00	30607.50	30729.00	42324	0	400
2021.01.17	30785.50	30832.50	30757.50	30761.50	1303	0	500
2021.01.18	30762.00	30878.00	30715.00	30872.50	21325	0	400
2021.01.19	30872.00	31075.00	30854.00	31012.00	33312	0	400
2021.01.20	31010.50	31237.50	30876.50	31208.50	33602	0	400
2021.01.21	31210.00	31285.00	31120.50	31147.50	30590	0	400
2021.01.22	31145.50	31187.50	30896.00	30987.50	35407	0	400
2021.01.24	31039.00	31081.50	31036.50	31058.00	966	0	500
2021.01.25	31061.00	31109.00	30560.50	30938.00	39119	0	400
2021.01.26	30936.00	31117.00	30772.00	30947.00	38374	0	400
2021.01.27	30947.50	30963.00	30048.50	30087.50	45454	0	400
2021.01.28	30091.00	30937.50	30063.50	30536.00	55230	0	400
2021.01.29	30541.00	30617.50	29859.00	29930.00	55688	0	400
2021.01.31	29877.50	29902.50	29654.50	29797.50	57876	0	0
2021.02.01	29793.50	30338.00	29793.50	30246.50	47351	0	400
2021.02.02	30244.50	30835.50	30169.50	30727.50	40293	0	400
2021.02.03	30728.00	30812.00	30520.00	30780.50	36737	0	400
2021.02.04	30781.00	31091.50	30645.50	31076.00	34215	0	400
2021.02.05	31077.50	31250.00	31028.50	31175.50	31501	0	400
2021.02.07	31233.50	31235.50	31168.50	31186.00	1233	0	500
2021.02.08	31184.50	31396.50	31154.00	31367.00	28602	0	400
2021.02.09	31366.00	31433.50	31238.50	31392.50	27653	0	400
2021.02.10	31394.00	31542.00	31214.00	31435.50	32071	0	400
2021.02.11	31434.50	31536.50	31241.50	31448.00	31297	0	400
2021.02.12	31447.50	31490.50	31288.50	31488.50	26076	0	400
2021.02.14	31520.50	31543.00	31504.00	31504.50	665	0	500
2021.02.15	31507.50	31681.50	31504.00	31623.00	13993	0	400
2021.02.16	31623.50	31720.50	31439.00	31487.50	33397	0	400
2021.02.17	31488.50	31645.50	31341.00	31644.00	36197	0	400
2021.02.18	31645.50	31685.00	31287.00	31474.50	39944	0	400
2021.02.19	31472.00	31639.50	31361.50	31482.00	37590	0	400
2021.02.21	31541.50	31553.00	31448.00	31509.00	1531	0	500
2021.02.22	31508.50	31645.00	31246.50	31562.00	42990	0	400
2021.02.23	31564.00	31668.00	31159.00	31526.00	46678	0	400
2021.02.24	31526.50	32073.00	31376.00	32061.00	47644	0	400
2021.02.25	32059.50	32078.50	31285.00	31341.00	47558	0	400
2021.02.26	31340.00	31485.50	30842.00	30953.50	58459	0	400
2021.02.28	30986.50	31127.00	30964.50	31124.00	1952	0	500
2021.03.01	31125.00	31666.50	31112.00	31577.50	41742	0	400
2021.03.02	31576.00	31617.00	31311.00	31462.00	46142	0	400
2021.03.03	31461.50	31643.00	31147.00	31147.00	43760	0	400
2021.03.04	31148.00	31460.00	30545.00	30859.00	54264	0	400
2021.03.05	30859.50	31575.00	30671.00	31530.50	55083	0	400
2021.03.07	31659.00	31733.50	31642.00	31658.00	2071	0	500
2021.03.08	31656.50	32145.50	31319.50	31957.00	58833	0	400
2021.03.09	31956.50	32146.50	31820.50	31855.00	49566	0	400
2021.03.10	31854.50	32388.50	31744.00	32310.00	50068	0	400
2021.03.11	32311.00	32655.00	32271.50	32522.00	42473	0	400
2021.03.12	32521.50	32822.00	32389.00	32801.00	42919	0	400
2021.03.14	32855.50	32910.00	32816.00	32893.00	1688	0	500
2021.03.15	32891.00	32966.00	32624.50	32887.50	37131	0	400
2021.03.16	32889.50	32973.50	32776.50	32825.00	37298	0	400
2021.03.17	32824.50	33099.00	32776.50	33093.00	40610	0	400
2021.03.18	33093.50	33228.00	32836.00	32895.50	48523	0	400
2021.03.19	32896.50	32981.50	32512.50	32620.00	107709	0	400
2021.03.21	32583.50	32612.50	32536.00	32582.50	3975	0	500
2021.03.22	32586.00	32808.50	32430.50	32793.50	112195	0	400
2021.03.23	32794.50	32804.50	32354.50	32424.00	134208	0	400
2021.03.24	32426.50	32784.50	32354.00	32486.00	142188	0	400
2021.03.25	32487.00	32698.00	32066.00	32657.00	164494	0	400
2021.03.26	32656.00	33105.50	32613.00	33073.00	121062	0	400
2021.03.28	33048.50	33070.00	33000.50	33001.50	3582	0	500
2021.03.29	33001.50	33259.50	32867.50	33198.50	141687	0	400
2021.03.30	33197.50	33254.50	32984.00	33066.50	118973	0	400
2021.03.31	33067.00	33168.50	32988.50	33040.50	93883	0	400
2021.04.01	33040.50	33181.50	32964.50	33151.00	83883	0	400
2021.04.02	33152.00	33375.00	33127.50	33314.50	11810	0	400
2021.04.04	33365.50	33365.50	33265.50	33345.50	3551	0	500
2021.04.05	33346.00	33613.00	33300.00	33544.50	66001	0	400
2021.04.06	33543.00	33547.00	33376.50	33483.00	86888	0	400
2021.04.07	33483.00	33518.00	33344.00	33483.00	80833	0	400
2021.04.08	33484.00	33574.00	33334.00	33572.50	70679	0	400
2021.04.09	33572.00	33804.00	33483.00	33750.00	72564	0	400
2021.04.11	33755.00	33795.50	33749.00	33753.50	3053	0	500
2021.04.12	33754.00	33783.50	33660.00	33756.00	76435	0	400
2021.04.13	33755.50	33823.50	33543.50	33646.50	79623	0	400
2021.04.14	33646.00	33911.50	33630.00	33775.00	90063	0	400
2021.04.15	33775.50	34069.50	33770.00	34041.50	79117	0	400
2021.04.16	34041.00	34250.00	33988.50	34161.50	77573	0	0
2021.04.18	34107.50	34145.00	34091.50	34092.50	1660	0	500
2021.04.19	34092.00	34153.50	33977.00	34143.50	105577	0	400
2021.04.20	34143.00	34179.50	33687.50	33817.50	115972	0	400
2021.04.21	33818.00	34152.50	33740.00	34076.00	94021	0	400
2021.04.22	34076.00	34149.50	33717.50	33817.00	116849	0	400
2021.04.23	33817.00	34157.00	33710.00	34014.00	85887	0	400
2021.04.25	34036.00	34063.50	34005.00	34007.50	1618	0	500
2021.04.26	34008.50	34146.50	33937.00	34005.50	73019	0	400
2021.04.27	34005.00	34076.00	33865.50	33908.00	74897	0	400
2021.04.28	33909.00	33970.00	33793.00	33851.00	77852	0	400
2021.04.29	33850.50	34082.50	33730.50	34027.00	91047	0	400
2021.04.30	34027.50	34045.50	33784.50	33905.00	96369	0	400
2021.05.02	33947.00	33982.50	33931.50	33980.00	2244	0	500
2021.05.03	33980.50	34221.50	33960.00	34089.00	75802	0	400
2021.05.04	34088.50	34155.00	33763.00	34141.00	118870	0	400
2021.05.05	34142.50	34329.00	34034.50	34230.50	91419	0	400
2021.05.06	34230.00	34556.00	34177.50	34514.50	115990	0	400
2021.05.07	34514.50	34817.00	34458.50	34804.50	93610	0	400
2021.05.09	34808.10	34835.10	34786.10	34824.10	1478	0	500
2021.05.10	34823.60	35090.60	34701.60	34802.70	102280	0	400
2021.05.11	34803.20	34817.20	34070.40	34289.50	176462	0	400
2021.05.12	34292.00	34317.50	33550.30	33670.20	180099	0	400
2021.05.13	33669.20	34175.70	33285.20	34055.20	175607	0	400
2021.05.14	34054.70	34456.90	34035.70	34423.90	112734	0	400
2021.05.16	34393.20	34447.20	34377.20	34394.20	3120	0	500
2021.05.17	34394.20	34406.50	34166.30	34403.50	139236	0	400
2021.05.18	34403.50	34485.50	33939.70	33939.70	102044	0	400
2021.05.19	33941.70	34049.20	33471.30	33793.60	160873	0	400
2021.05.20	33793.60	34236.40	33637.90	34142.50	116208	0	400
2021.05.21	34142.50	34416.00	34077.00	34251.10	108809	0	250
2021.05.23	34168.90	34269.40	34145.90	34226.40	3827	0	500
2021.05.24	34228.90	34473.60	34223.40	34447.70	79527	0	400
2021.05.25	34447.20	34529.70	34264.70	34364.80	93997	0	400
2021.05.26	34364.30	34458.80	34269.80	34314.80	79683	0	400
2021.05.27	34312.30	34631.30	34207.30	34622.30	94513	0	400
2021.05.28	34623.30	34659.40	34517.60	34562.60	72802	0	400
2021.05.30	34570.90	34589.40	34551.40	34570.90	1681	0	500
2021.05.31	34570.40	34596.90	34432.40	34528.00	27812	0	400
2021.06.01	34527.50	34847.60	34495.30	34548.30	89135	0	400
2021.06.02	34547.30	34704.80	34519.30	34612.40	83203	0	400
2021.06.03	34612.40	34667.50	34325.90	34554.10	98707	0	400
2021.06.04	34555.60	34770.80	34484.60	34762.80	75324	0	0
2021.06.06	34767.50	34795.00	34759.00	34785.50	1924	0	500
2021.06.07	34785.00	34841.50	34575.50	34610.60	76109	0	400
2021.06.08	34610.10	34664.60	34445.10	34597.40	86031	0	400
2021.06.09	34597.40	34651.40	34432.40	34471.90	73121	0	400
2021.06.10	34471.40	34740.40	34396.90	34458.00	86272	0	400
2021.06.11	34459.50	34621.00	34320.50	34448.00	51227	0	400
2021.06.13	34471.20	34500.20	34461.70	34491.70	1563	0	500
2021.06.14	34492.70	34558.20	34205.00	34353.00	54331	0	400
2021.06.15	34352.00	34478.50	34198.20	34282.30	59224	0	400
2021.06.16	34283.30	34325.20	33908.10	33921.20	88900	0	400
2021.06.17	33922.20	34087.70	33619.40	33812.00	115956	0	400
2021.06.18	33811.50	33867.50	33199.50	33199.50	124731	0	400
2021.06.20	33236.20	33292.70	33191.20	33255.20	3910	0	500
2021.06.21	33255.20	33944.80	33027.70	33904.30	124802	0	400
2021.06.22	33904.30	34041.50	33739.80	33978.10	88015	0	400
2021.06.23	33977.10	34078.10	33867.40	33924.50	74916	0	400
2021.06.24	33924.50	34329.10	33921.50	34316.60	70583	0	400
2021.06.25	34316.10	34500.60	34249.10	34493.10	67590	0	400
2021.06.27	34516.90	34516.90	34485.40	34511.90	2047	0	500
2021.06.28	34512.40	34515.90	34180.50	34280.50	73381	0	400
2021.06.29	34279.00	34481.50	34229.50	34331.50	73058	0	400
2021.06.30	34332.00	34577.30	34123.50	34568.30	83556	0	400
2021.07.01	34567.80	34661.30	34487.30	34611.50	81071	0	400
2021.07.02	34610.50	34818.50	34601.00	34748.50	73318	0	400
2021.07.04	34769.30	34776.30	34739.30	34745.80	1201	0	500
2021.07.05	34745.30	34850.80	34690.30	34830.90	29391	0	400
2021.07.06	34830.40	34858.40	34349.60	34496.50	93649	0	400
2021.07.07	34498.00	34704.80	34431.30	34676.80	97905	0	400
2021.07.08	34677.30	34689.80	34111.90	34388.80	157561	0	400
2021.07.09	34393.80	34893.20	34249.80	34868.20	107464	0	400
2021.07.11	34878.50	34904.50	34854.50	34893.50	1760	0	500
2021.07.12	34892.50	35016.00	34658.00	35004.60	94725	0	400
2021.07.13	35004.60	35028.10	34856.60	34861.10	92402	0	400
2021.07.14	34860.60	35059.60	34785.60	34916.20	102310	0	400
2021.07.15	34915.70	34993.70	34709.20	34915.30	120311	0	400
2021.07.16	34916.30	35091.30	34644.50	34674.50	112574	0	400
2021.07.18	34675.40	34687.40	34540.40	34563.40	4253	0	500
2021.07.19	34562.90	34574.90	33738.20	34048.30	178233	0	400
2021.07.20	34047.30	34617.00	33959.00	34591.10	144493	0	400
2021.07.21	34589.10	34855.90	34475.60	34833.90	109345	0	250
2021.07.22	34832.40	34896.40	34664.90	34863.00	92624	0	400
2021.07.23	34864.00	35099.00	34846.00	35019.50	79166	0	400
2021.07.25	35049.80	35061.80	35024.30	35034.80	1900	0	500
2021.07.26	35033.80	35172.10	34759.80	35104.20	97412	0	400
2021.07.27	35104.20	35116.20	34871.20	35041.20	131309	0	400
2021.07.28	35040.20	35123.20	34870.60	34990.20	131636	0	400
2021.07.29	34989.20	35167.70	34880.20	35025.40	89922	0	400
2021.07.30	35024.40	35104.30	34864.30	34975.80	118339	0	400
2021.08.01	34994.60	35090.60	34983.60	35065.60	3303	0	500
2021.08.02	35065.60	35189.60	34804.60	34903.20	109686	0	400
2021.08.03	34904.20	35119.30	34711.20	35063.90	105532	0	400
2021.08.04	35062.90	35111.40	34787.90	34829.20	91643	0	400
2021.08.05	34828.20	35056.70	34778.70	35006.80	71713	0	400
2021.08.06	35007.80	35250.80	34995.80	35206.50	71086	0	400
2021.08.08	35193.00	35201.00	35092.50	35106.50	3620	0	500
2021.08.09	35106.00	35193.00	35042.50	35094.10	69574	0	400
2021.08.10	35093.60	35280.80	35026.60	35253.90	69741	0	400
2021.08.11	35253.40	35498.20	35211.40	35470.40	70332	0	400
2021.08.12	35469.90	35530.70	35347.70	35495.80	63760	0	400
2021.08.13	35496.80	35611.30	35474.30	35496.80	56288	0	400
2021.08.15	35457.50	35462.00	35442.00	35457.00	1404	0	500
2021.08.16	35457.00	35628.60	35230.00	35586.70	86381	0	400
2021.08.17	35586.20	35589.70	35117.30	35249.90	120117	0	400
2021.08.18	35248.90	35352.90	34865.50	34935.60	109574	0	400
2021.08.19	34934.10	34998.60	34559.60	34825.40	170216	0	400
2021.08.20	34824.40	35176.30	34627.40	35119.80	124400	0	400
2021.08.22	35071.60	35141.60	35069.60	35117.10	1852	0	500
2021.08.23	35117.60	35423.30	35115.10	35398.40	81986	0	400
2021.08.24	35398.40	35452.90	35343.40	35368.30	69937	0	400
2021.08.25	35367.80	35497.30	35281.30	35426.90	67727	0	400
2021.08.26	35427.90	35493.90	35192.60	35202.60	100747	0	400
2021.08.27	35201.10	35478.00	35166.10	35464.50	75713	0	400
2021.08.29	35455.10	35510.10	35447.10	35488.10	2032	0	500
2021.08.30	35488.60	35509.60	35375.60	35396.30	61653	0	400
2021.08.31	35396.80	35510.30	35285.30	35408.20	95907	0	400
2021.09.01	35408.20	35505.20	35281.00	35304.30	80832	0	400
2021.09.02	35303.30	35477.10	35233.80	35427.90	77555	0	400
2021.09.03	35426.90	35517.90	35263.90	35357.40	80281	0	0
2021.09.05	35363.60	35363.60	35308.60	35314.60	1736	0	500
2021.09.06	35314.60	35491.60	35277.60	35400.20	28252	0	400
2021.09.07	35398.70	35433.20	35046.80	35055.30	81003	0	400
2021.09.08	35055.30	35174.80	34898.30	34991.50	115330	0	400
2021.09.09	34991.00	35202.00	34782.40	34864.00	112303	0	400
2021.09.10	34864.50	35113.50	34601.20	34643.20	87687	0	400
2021.09.12	34664.50	34754.00	34649.00	34744.50	3121	0	500
2021.09.13	34745.50	34938.70	34604.00	34917.20	111409	0	400
2021.09.14	34916.70	35015.50	34506.20	34630.00	101234	0	400
2021.09.15	34628.50	34880.50	34497.50	34840.60	100894	0	400
